Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270030","Holdings with land size 0-<1","1950","1950","No","39117","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270030","Holdings with land size 0-<1","1960","1960","No","28930","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270030","Holdings with land size 0-<1","1970","1970","No","14213","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270030","Holdings with land size 0-<1","1980","1979","No","7830","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","1482","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270031","Holdings with land size 1-<2","1930","1930","No","70154","E","Estimated value","Interpolated data. Figure pertains to Scotland only. Excludes 975 number of holdings of mountian and health land."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270031","Holdings with land size 1-<2","1950","1950","No","65695","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270031","Holdings with land size 1-<2","1960","1960","No","42736","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270031","Holdings with land size 1-<2","1970","1970","No","17568","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270031","Holdings with land size 1-<2","1980","1979","No","9820","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270031","Holdings with land size 1-<2","1990","1993","No","13777","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270031","Holdings with land size 1-<2","2000","1999/00","No","32380","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","3018","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","2718","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270033","Holdings with land size 2-<5","1930","1930","No","91119","E","Estimated value","Interpolated data. Figure pertains to Scotland only. Excludes 975 number of holdings of mountian and health land."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270033","Holdings with land size 2-<5","1950","1950","No","56392","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270033","Holdings with land size 2-<5","1960","1960","No","77809","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270033","Holdings with land size 2-<5","1970","1970","No","40104","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270033","Holdings with land size 2-<5","1980","1979","No","27380","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270033","Holdings with land size 2-<5","1990","1993","No","21615","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270033","Holdings with land size 2-<5","2000","1999/00","No","21480","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270034","Holdings with land size 3-<4","2010","2010","No","2705","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270035","Holdings with land size 4-<5","2010","2010","No","2597","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270036","Holdings with land size 5-<10","1930","1930","No","103280","E","Estimated value","Interpolated data. Figure pertains to Scotland only. Excludes 975 number of holdings of mountian and health land."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270036","Holdings with land size 5-<10","1950","1950","No","75161","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270036","Holdings with land size 5-<10","1960","1960","No","58582","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270036","Holdings with land size 5-<10","1970","1970","No","39517","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270036","Holdings with land size 5-<10","1980","1979","No","32480","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270036","Holdings with land size 5-<10","1990","1993","No","29399","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270036","Holdings with land size 5-<10","2000","1999/00","No","25670","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270036","Holdings with land size 5-<10","2010","2010","No","26850","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270037","Holdings with land size 10-<20","1930","1930","No","94678","E","Estimated value","Interpolated data. Figure pertains to Scotland only. Excludes 975 number of holdings of mountian and health land."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270037","Holdings with land size 10-<20","1950","1950","No","108083","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270037","Holdings with land size 10-<20","1960","1960","No","72192","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270037","Holdings with land size 10-<20","1970","1970","No","49576","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270037","Holdings with land size 10-<20","1980","1979","No","40080","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270037","Holdings with land size 10-<20","1990","1993","No","37062","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270037","Holdings with land size 10-<20","2000","1999/00","No","30420","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270037","Holdings with land size 10-<20","2010","2010","No","28690","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270038","Holdings with land size 20-<50","1930","1930","No","106306","E","Estimated value","Interpolated data. Figure pertains to Scotland only. Excludes 975 number of holdings of mountian and health land."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270038","Holdings with land size 20-<50","1950","1950","No","102467","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270038","Holdings with land size 20-<50","1960","1960","No","97467","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270038","Holdings with land size 20-<50","1970","1970","No","80399","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270038","Holdings with land size 20-<50","1980","1979","No","68040","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270038","Holdings with land size 20-<50","1990","1993","No","59539","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270038","Holdings with land size 20-<50","2000","1999/00","No","47830","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270038","Holdings with land size 20-<50","2010","2010","No","42380","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270039","Holdings with land size 50-<100","1930","1930","No","51442","E","Estimated value","Interpolated data. Figure pertains to Scotland only. Excludes 975 number of holdings of mountian and health land."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270039","Holdings with land size 50-<100","1950","1950","No","61081","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270039","Holdings with land size 50-<100","1960","1960","No","53673","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270039","Holdings with land size 50-<100","1970","1970","No","47318","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270039","Holdings with land size 50-<100","1980","1979","No","43580","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270039","Holdings with land size 50-<100","1990","1993","No","42374","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270039","Holdings with land size 50-<100","2000","1999/00","No","36600","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","270039","Holdings with land size 50-<100","2010","2010","No","32990","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700300","Holdings with land size 100-<200","1930","1930","No","25326","E","Estimated value","Interpolated data. Figure pertains to Scotland only. Excludes 975 number of holdings of mountian and health land."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700300","Holdings with land size 100-<200","1950","1950","No","24836","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700300","Holdings with land size 100-<200","1960","1960","No","25026","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700300","Holdings with land size 100-<200","1970","1970","No","24669","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700300","Holdings with land size 100-<200","1980","1979","No","24050","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700300","Holdings with land size 100-<200","1990","1993","No","25502","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700300","Holdings with land size 100-<200","2000","1999/00","No","38870","A","Official figure","Agricultural area"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700300","Holdings with land size 100-<200","2010","2010","No","39240","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700301","Holdings with land size 200-<500","1930","1930","No","205","E","Estimated value","Interpolated data. Figure pertains to Scotland only. Excludes 975 number of holdings of mountian and health land."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700301","Holdings with land size 200-<500","1950","1950","No","10654","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700301","Holdings with land size 200-<500","1960","1960","No","8360","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700301","Holdings with land size 200-<500","1970","1970","No","10295","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700301","Holdings with land size 200-<500","1980","1979","No","10640","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700301","Holdings with land size 200-<500","1990","1993","No","11625","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700302","Holdings with land size 500-<1000","1960","1960","No","1635","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700302","Holdings with land size 500-<1000","1970","1970","No","1890","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700302","Holdings with land size 500-<1000","1980","1979","No","3070","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700302","Holdings with land size 500-<1000","1990","1993","No","3312","A","Official figure","Area classified by size of holding excludes 156 223 Ha reported by Minor Holdings."
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700304","Holdings with land size >=1000","1960","1960","No","1170","A","Official figure",""
"WCAD","Structural data from agricultural censuses","826","United Kingdom of Great Britain and Northern Ireland","60850","Number","2700304","Holdings with land size >=1000","1970","1970","No","1149","A","Official figure",""
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270066","Holdings without land","1970","1971/72","No","49192","A","Official figure",""
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270030","Holdings with land size 0-<1","1960","1960","No","335","A","Official figure",""
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270030","Holdings with land size 0-<1","1970","1971/72","No","1434078","A","Official figure","Excludes Zanzibar."
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270030","Holdings with land size 0-<1","2010","2007/08","No","1831559","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270031","Holdings with land size 1-<2","1970","1971/72","No","587998","A","Official figure","Excludes Zanzibar."
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270031","Holdings with land size 1-<2","2010","2007/08","No","1668498","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270032","Holdings with land size 2-<3","2010","2007/08","No","1045917","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270033","Holdings with land size 2-<5","1970","1971/72","No","346929","A","Official figure","Excludes Zanzibar."
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270034","Holdings with land size 3-<4","2010","2007/08","No","353030","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270035","Holdings with land size 4-<5","2010","2007/08","No","369381","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270036","Holdings with land size 5-<10","1970","1971/72","No","52976","A","Official figure","Excludes Zanzibar."
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270036","Holdings with land size 5-<10","2010","2007/08","No","571142","A","Official figure",""
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270037","Holdings with land size 10-<20","1960","1960","No","76","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270037","Holdings with land size 10-<20","1970","1971/72","No","10447","A","Official figure","Excludes Zanzibar."
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270038","Holdings with land size 20-<50","1960","1960","No","70","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270038","Holdings with land size 20-<50","1970","1971/72","No","1638","A","Official figure","Excludes Zanzibar."
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","270039","Holdings with land size 50-<100","1960","1960","No","50","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","2700300","Holdings with land size 100-<200","1960","1960","No","130","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","2700301","Holdings with land size 200-<500","1960","1960","No","240","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","2700302","Holdings with land size 500-<1000","1960","1960","No","140","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","834","United Republic of Tanzania","60850","Number","2700304","Holdings with land size >=1000","1960","1960","No","200","A","Official figure","Tanganyika currently part of Tanzania"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","1930","1930","No","36026","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","1950","1950","No","62676","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","1960","1959","No","78779","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","1970","1969","No","65525","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","1980","1978","No","16432","E","Estimated value","Interpolated data. Excludes 2302 number and 22645846 ha of abnormal holdings."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","2010","2012","No","17260","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","2020","2017","No","77662","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270030","Holdings with land size 0-<1","2020","2022","No","21380","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","1930","1930","No","110013","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","1950","1950","No","145190","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","1960","1959","No","49626","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","1970","1969","No","39889","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","1980","1978","No","48910","E","Estimated value","Interpolated data. Excludes 2302 number and 22645846 ha of abnormal holdings."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","2010","2012","No","51015","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","2020","2017","No","73313","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270031","Holdings with land size 1-<2","2020","2022","No","58902","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270032","Holdings with land size 2-<3","2010","2012","No","71525","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270032","Holdings with land size 2-<3","2020","2017","No","64503","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","1930","1930","No","364504","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","1950","1950","No","419101","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","1960","1959","No","183825","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","1970","1969","No","100542","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","1980","1978","No","177676","E","Estimated value","Interpolated data. Excludes 2302 number and 22645846 ha of abnormal holdings."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","1990","1987","No","222077","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","2000","2002","No","228527","E","Estimated value","<5 ha. Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270033","Holdings with land size 2-<5","2020","2022","No","192067","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270034","Holdings with land size 3-<4","2010","2012","No","83835","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270034","Holdings with land size 3-<4","2020","2017","No","57848","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270035","Holdings with land size 4-<5","2010","2012","No","35305","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270035","Holdings with land size 4-<5","2020","2017","No","54894","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","1930","1930","No","704328","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","1950","1950","No","540269","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","1960","1959","No","299438","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","1970","1969","No","177966","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","1980","1978","No","152146","E","Estimated value","Interpolated data. Excludes 2302 number and 22645846 ha of abnormal holdings."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","1990","1987","No","157220","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","2000","2002","No","211864","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","2010","2012","No","191335","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","2020","2017","No","221638","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270036","Holdings with land size 5-<10","2020","2022","No","189919","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","1930","1930","No","1122486","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","1950","1950","No","788097","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","1960","1959","No","445876","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","1970","1969","No","247581","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","1980","1978","No","289617","E","Estimated value","Interpolated data. Excludes 2302 number and 22645846 ha of abnormal holdings."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","1990","1987","No","212970","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","2000","2002","No","297944","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","2010","2012","No","362910","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","2020","2017","No","306468","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270037","Holdings with land size 10-<20","2020","2022","No","333274","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","1930","1930","No","1899862","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","1950","1950","No","1426426","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","1960","1959","No","919495","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","1970","1969","No","636338","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","1980","1978","No","530883","E","Estimated value","Interpolated data. Excludes 2302 number and 22645846 ha of abnormal holdings."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","1990","1987","No","429141","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","2000","2002","No","459660","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","2010","2012","No","447345","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","2020","2017","No","396360","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270038","Holdings with land size 20-<50","2020","2022","No","374621","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270039","Holdings with land size 50-<100","1930","1930","No","1293549","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270039","Holdings with land size 50-<100","1950","1950","No","1146601","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270039","Holdings with land size 50-<100","1960","1959","No","883492","A","Official figure",""
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270039","Holdings with land size 50-<100","1970","1969","No","633212","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","840","United States of America","60850","Number","270039","Holdings with land size 50-<100","1980","1978","No","497034","E","Estimated value","Interpolated data. Excludes 2302 number and 22645846 ha of abnormal holdings."
